Engine,HI
1,0.932451844442312
1,1.0877081815792735
1,0.8976260464542065
1,0.9295969324389262
1,0.9683950183598427
1,1.0442517092387789
1,0.9839595503262899
1,0.9942424636660689
1,0.9187201461750192
1,1.0622565309954553
1,1.0954756809751416
1,1.0490585625684616
1,0.9647533315933288
1,1.0534124271489418
1,0.9002853533470443
1,0.902507710597547
1,0.9614080534165623
1,0.8818270896840659
1,0.9877245153961667
1,0.9302409327360692
1,1.0209553514650906
1,0.815467759155581
1,1.1197278153917978
1,0.9586938620573164
1,1.0547886792860481
1,0.9407533952326048
1,0.9338979431081498
1,0.9258006464037862
1,1.0366230003760393
1,0.996530385656115
1,1.0222917388350652
2,0.8435415259923502
2,0.772453501443124
2,0.8252794756936055
2,0.9118481925770539
2,0.8494320494701242
2,0.8236389588591919
2,0.7921912530641748
2,0.7685930244342671
2,0.6829651095176814
2,0.7820204454164923
2,0.8157058750593933
2,0.6409734344001663
2,0.8865426365291569
2,0.8141163299978871
2,0.8983195771124883
2,0.877253825259686
2,0.7581602337745608
2,0.7611847255657267
2,0.711653110678526
2,0.7281623158564798
2,0.7590489757203613
2,0.7546459201776088
2,0.881090162255532
2,0.737673210921912
2,0.7115274983975723
2,0.7205820163471799
2,0.6600827678516907
2,0.7851058112923965
2,0.9091464073262614
2,0.7592758091773248
2,0.7374325961168324
2,0.6840443825531111
2,0.7950702039611315
2,0.8152646335374811
2,0.7628308153539365
2,0.7757678554703489
2,0.9585222527625774
2,0.7658178316919475
2,0.6804306326671394
2,0.8341642139284886
2,0.7229643864870923
2,0.6946721917470313
2,0.6108532476205255
2,0.6402552863228266
2,0.7711253107927405
2,0.7430223999044756
2,0.8528887982570268
2,0.7609482457846752
2,0.6460332828496576
3,0.7734968922536609
3,0.7416141211151626
3,0.7819231106036568
3,0.7165396367372523
3,0.7647396843476599
3,0.8904575749793366
3,0.7609068758279136
3,0.7302427047225137
3,0.7141275839976515
3,0.7477784314701239
3,0.776456003979547
3,0.8256754936996913
3,0.6674399645326048
3,0.7752774410942038
3,0.7222297328494278
3,0.7929015476374843
3,0.770564518295032
3,0.7160761802033448
3,0.7039808666536373
3,0.7351381400512764
3,0.7896320282516172
3,0.7742741821016352
3,0.7126644845675401
3,0.8205997499699151
3,0.5841210958005831
3,0.8359845081113235
3,0.7599672820774686
3,0.8053266036440618
3,0.7518151611002395
3,0.5727820939750927
3,0.6038544456491763
3,0.7505185972258914
3,0.5160586624742791
3,0.626368621002257
3,0.721576245664437
3,0.6573684908739779
3,0.7291738594249182
3,0.6757088335762091
3,0.661131621959612
3,0.7754068315766744
3,0.7310389629392375
3,0.6601623552919591
3,0.7355870682063141
3,0.7508813655831545
3,0.7000815686892565
3,0.7157807689191031
3,0.7017267912456191
3,0.6790943312612399
3,0.6962301160901916
3,0.5304333732742634
3,0.6909726805561149
3,0.7942279281255651
3,0.7066105494218391
3,0.70007105227387
3,0.7548567356616331
3,0.7226687174361359
3,0.7180640428850893
3,0.5615936371032149
3,0.7007479479389076
3,0.6338736250017973
3,0.6733570850278738
3,0.8178778848782713
3,0.6421601573151747
3,0.6906976712307369
3,0.6583331312158407
3,0.6763483029517374
3,0.7830065345137882
3,0.600791215544632
3,0.5355727524170106
3,0.7277171052805897
3,0.7008259229546638
3,0.7606166996283719
3,0.6751235913243363
3,0.7839500588365809
3,0.7134755891620443
3,0.5876113856229495
3,0.5391540235245884
3,0.6894576623831199
3,0.6296758488124397
3,0.7195332751512069
3,0.6936522163359768
3,0.6758146310603479
3,0.6272934817984606
3,0.6158243748695895
3,0.6505086199281322
3,0.6879908528180749
3,0.5389517881512802
3,0.512108229858768
3,0.5360705188040811
3,0.6365103030334467
3,0.8098972026186857
3,0.5988930139710646
3,0.6698795627662548
3,0.6279394243792922
3,0.49658337672144626
3,0.7014796530097556
3,0.688731264769558
3,0.6560731868057701
3,0.7084729485159187
3,0.5325011828440438
3,0.6094112585478797
3,0.4952770381346454
3,0.6337256950191659
3,0.526968637018399
3,0.6959379603572415
3,0.5213492131042585
3,0.5708765006011163
3,0.5314291443396542
3,0.5024285929853249
3,0.7308461585885198
3,0.4971641433412515
3,0.3978702951676496
3,0.5542760021257891
3,0.5417544785959763
3,0.5664868376161394
3,0.6346678252634774
3,0.4840420515201913
3,0.48770734385061587
3,0.587626320272193
3,0.3068272059240371
3,0.46887873032665084
3,0.43381645471208685
3,0.4924401820976527
3,0.4751145493942204
3,0.4812449218547954
3,0.5118665786394558
4,0.8404891292057073
4,0.8557592180031861
4,0.7744057517925285
4,0.7897947154961003
4,0.794219245046861
4,0.783036383560102
4,0.8435536008983036
4,0.736658128808358
4,0.7524057557238848
4,0.8532241458242424
4,0.8131399362951015
4,0.7470109448609037
4,0.7237847200576653
4,0.8090116143730484
4,0.7572650800834708
4,0.7697295815082725
4,0.6396095465047438
4,0.9382707428353569
4,0.6949247214774914
4,0.7847017751087151
4,0.8322709044018666
4,0.8456972773683447
4,0.6640262001919837
4,0.8147686839647577
4,0.8479721841722494
4,0.870768090569527
4,0.9670367004482614
4,0.8562033606835939
4,0.7292601972276316
4,0.7319119042604143
4,0.8382923730559924
4,0.6463461398043364
4,0.7004821612704291
4,0.7591536229742815
4,0.7397640218719062
4,0.9124824852578968
4,0.6886397645976103
4,0.635663352377378
4,0.8457076867443902
4,0.8469736283036582
4,0.6757126863672056
4,0.77057907121889
4,0.7374935573634502
4,0.7313687653095258
4,0.8485080267150806
4,0.7310998927396213
4,0.674541623361165
4,0.8266262298311631
4,0.930354259750402
4,0.6991443099636854
4,0.6261577457535168
4,0.8618139842433266
4,0.758256358505605
4,0.8074920188441865
4,0.6860941636714415
4,0.7443218954795157
4,0.7968593699288249
4,0.6126136429347753
4,0.7835945263927897
4,0.7576792153986389
4,0.759924674989179
4,0.7216835589274524
4,0.6734730079042492
4,0.8164562873403156
4,0.5823470167601954
4,0.6874843256232452
4,0.9251588700017237
4,0.7196083960179749
4,0.709928269500324
4,0.6854172373737129
4,0.7022018115403625
4,0.5675869522915491
4,0.6215741071232515
4,0.6170345298146458
4,0.5088805913505894
4,0.6431570260820081
4,0.7013928059413956
4,0.766284789439851
4,0.7143854107325751
4,0.6519615337692812
4,0.7022863907727697
4,0.6582886430951476
4,0.6774474254830238
4,0.6769704368016392
4,0.7238513315978707
4,0.6378379827851859
4,0.5878320446977341
4,0.6978812262536849
4,0.6560486732482786
4,0.6844068750351653
4,0.8191325897937531
4,0.6614629990463072
4,0.7017891041059556
4,0.5772574346706278
4,0.6833864711470596
4,0.6002673626649084
4,0.688811594919116
4,0.6130937991606515
4,0.6358636436925735
4,0.6376061671348907
4,0.4311757968107486
4,0.5802776355772039
4,0.5339550191602029
4,0.654248387127609
4,0.6184733069867434
4,0.5414821234421652
5,0.9053223807973154
5,0.7269401432386076
5,0.8246174860132669
5,0.9361978109204756
5,0.8603196757972
5,0.6765051152633532
5,0.7588480915451328
5,0.7143595921020278
5,0.7578545000910708
5,0.5412543128736615
5,0.7487376189201314
5,0.8644247411020842
5,0.8416981549125921
5,0.6740601497863281
5,0.7190738761669309
5,0.8452374788962516
5,0.7718434643884393
5,0.7411778501696062
5,0.8249192968091847
5,0.796677922166964
5,0.9376785032768566
5,0.8049593474265748
5,0.5618998729064515
5,0.8023472480181226
5,0.7467321375606844
5,0.7252429444693007
5,0.7906635666513466
5,0.5862049931083675
5,0.8479262151931835
5,0.782162318891551
5,0.8762126631891078
5,0.7649515879093087
5,0.7295651988388272
5,0.8330134669172367
5,0.7184769203745418
5,0.8773503384422838
5,0.6568240647357015
5,0.7311210366897285
5,0.7350726297590882
5,0.755420946266895
5,0.644811551353996
5,0.6604350421366689
5,0.6837343989068358
5,0.6637156412148215
5,0.7951713597890375
5,0.7254408852445522
5,0.6063055098720724
5,0.7335783801199796
5,0.6798146591454497
5,0.7249037463043351
5,0.7258356626334717
5,0.8550993552730688
5,0.6432003690524652
5,0.8463456698214031
5,0.6918103112125209
5,0.8420445048122929
5,0.8519690112379976
5,0.6603631835346278
5,0.8143659773345462
5,0.8791889376816471
5,0.8253866476588883
5,0.6317477856850928
5,0.8438444536568568
5,0.6546367621203899
5,0.8349055108224093
5,0.6603247362945694
5,0.6883706397020433
5,0.6833254297484928
5,0.6229198737569277
5,0.6647452346728642
5,0.7105239646730297
5,0.7252070215749882
5,0.6975257771641736
5,0.5544780169780097
5,0.6369390769987149
5,0.6523264946604286
5,0.7966521718831245
5,0.7036256205269638
5,0.6355868428531721
5,0.7669219379863534
5,0.6182356151684871
5,0.7218823173857345
5,0.6204933224144042
5,0.6889887909683239
5,0.7450402482213576
5,0.7104546135328746
5,0.528732234400195
5,0.5718716840956404
5,0.5673864319824133
5,0.6202230162684828
5,0.5637809166014449
5,0.6885271544688294
5,0.65793260908913
5,0.7127636798072672
5,0.6101600939587115
5,0.5701050967486481
5,0.618879513797765
5,0.675193721380765
6,0.808126958590492
6,0.6099828585347495
6,0.7964457956663864
6,0.8527902150108275
6,0.876138602264291
6,0.7617068794584156
6,0.7757718729626504
6,0.8645987940449231
6,0.7302767846822462
6,0.9384594580483281
6,0.756677995575501
6,0.6517796780326535
6,0.7428623039709237
6,0.8096380173119542
6,0.7367739917795006
6,0.6648241026427968
6,0.9884445931993469
6,0.8923433605359605
6,0.6977949792581057
6,0.734664655202323
6,0.747960274955858
6,0.7491740894838586
6,0.7814435875511663
6,0.746220829961203
6,0.9211743496575764
6,0.8350860664686479
6,0.776542917290044
6,0.7784830228320061
6,0.907081647601899
6,0.76231433642306
6,0.723984851334535
6,0.6254882016337433
